[run number],seed,regeneration-rate,num-turtles,search-radius,knowledge-gain,old-age,metabolism,shock-prob,reproduction-cost,[steps],variable,value
165,,,,,,,,,,92,totKnowledge,0
166,6,0.5,100,5,0.5,75,0.25,0,0.5,47,numTurtles,0
166,,,,,,,,,,47,meanFood,0
166,,,,,,,,,,47,totKnowledge,0
167,7,0.5,100,5,0.5,75,0.25,0,0.5,34,numTurtles,0
167,,,,,,,,,,34,meanFood,0
167,,,,,,,,,,34,totKnowledge,0
168,8,0.5,100,5,0.5,75,0.25,0,0.5,39,numTurtles,0
168,,,,,,,,,,39,meanFood,0
168,,,,,,,,,,39,totKnowledge,0
169,9,0.5,100,5,0.5,75,0.25,0,0.5,45,numTurtles,0
169,,,,,,,,,,45,meanFood,0
169,,,,,,,,,,45,totKnowledge,0
170,10,0.5,100,5,0.5,75,0.25,0,0.5,56,numTurtles,0
170,,,,,,,,,,56,meanFood,0
170,,,,,,,,,,56,totKnowledge,0
171,1,1,100,5,0.5,75,0.25,0,0.5,38,numTurtles,0
171,,,,,,,,,,38,meanFood,0
171,,,,,,,,,,38,totKnowledge,0
172,2,1,100,5,0.5,75,0.25,0,0.5,147,numTurtles,0
172,,,,,,,,,,147,meanFood,0
172,,,,,,,,,,147,totKnowledge,0
173,3,1,100,5,0.5,75,0.25,0,0.5,63,numTurtles,0
173,,,,,,,,,,63,meanFood,0
173,,,,,,,,,,63,totKnowledge,0
174,4,1,100,5,0.5,75,0.25,0,0.5,66,numTurtles,0
174,,,,,,,,,,66,meanFood,0
174,,,,,,,,,,66,totKnowledge,0
175,5,1,100,5,0.5,75,0.25,0,0.5,92,numTurtles,0
175,,,,,,,,,,92,meanFood,0
175,,,,,,,,,,92,totKnowledge,0
176,6,1,100,5,0.5,75,0.25,0,0.5,47,numTurtles,0
176,,,,,,,,,,47,meanFood,0
176,,,,,,,,,,47,totKnowledge,0
177,7,1,100,5,0.5,75,0.25,0,0.5,34,numTurtles,0
177,,,,,,,,,,34,meanFood,0
177,,,,,,,,,,34,totKnowledge,0
178,8,1,100,5,0.5,75,0.25,0,0.5,39,numTurtles,0
178,,,,,,,,,,39,meanFood,0
178,,,,,,,,,,39,totKnowledge,0
179,9,1,100,5,0.5,75,0.25,0,0.5,45,numTurtles,0
179,,,,,,,,,,45,meanFood,0
179,,,,,,,,,,45,totKnowledge,0
180,10,1,100,5,0.5,75,0.25,0,0.5,56,numTurtles,0
180,,,,,,,,,,56,meanFood,0
180,,,,,,,,,,56,totKnowledge,0
181,1,0.2,100,5,0.1,75,0.1,0.1,0.5,357,numTurtles,0
181,,,,,,,,,,357,meanFood,0
181,,,,,,,,,,357,totKnowledge,0
182,2,0.2,100,5,0.1,75,0.1,0.1,0.5,171,numTurtles,0
182,,,,,,,,,,171,meanFood,0
182,,,,,,,,,,171,totKnowledge,0
183,3,0.2,100,5,0.1,75,0.1,0.1,0.5,183,numTurtles,0
183,,,,,,,,,,183,meanFood,0
183,,,,,,,,,,183,totKnowledge,0
184,4,0.2,100,5,0.1,75,0.1,0.1,0.5,122,numTurtles,0
184,,,,,,,,,,122,meanFood,0
184,,,,,,,,,,122,totKnowledge,0
185,5,0.2,100,5,0.1,75,0.1,0.1,0.5,37,numTurtles,0
185,,,,,,,,,,37,meanFood,0
185,,,,,,,,,,37,totKnowledge,0
186,6,0.2,100,5,0.1,75,0.1,0.1,0.5,352,numTurtles,0
186,,,,,,,,,,352,meanFood,0
186,,,,,,,,,,352,totKnowledge,0
187,7,0.2,100,5,0.1,75,0.1,0.1,0.5,88,numTurtles,0
187,,,,,,,,,,88,meanFood,0
187,,,,,,,,,,88,totKnowledge,0
188,8,0.2,100,5,0.1,75,0.1,0.1,0.5,147,numTurtles,0
188,,,,,,,,,,147,meanFood,0
188,,,,,,,,,,147,totKnowledge,0
189,9,0.2,100,5,0.1,75,0.1,0.1,0.5,51,numTurtles,0
189,,,,,,,,,,51,meanFood,0
189,,,,,,,,,,51,totKnowledge,0
190,10,0.2,100,5,0.1,75,0.1,0.1,0.5,81,numTurtles,0
190,,,,,,,,,,81,meanFood,0
190,,,,,,,,,,81,totKnowledge,0
191,1,0.5,100,5,0.1,75,0.1,0.1,0.5,357,numTurtles,0
191,,,,,,,,,,357,meanFood,0
191,,,,,,,,,,357,totKnowledge,0
192,2,0.5,100,5,0.1,75,0.1,0.1,0.5,171,numTurtles,0
192,,,,,,,,,,171,meanFood,0
192,,,,,,,,,,171,totKnowledge,0
193,3,0.5,100,5,0.1,75,0.1,0.1,0.5,183,numTurtles,0
193,,,,,,,,,,183,meanFood,0
193,,,,,,,,,,183,totKnowledge,0
194,4,0.5,100,5,0.1,75,0.1,0.1,0.5,122,numTurtles,0
194,,,,,,,,,,122,meanFood,0
194,,,,,,,,,,122,totKnowledge,0
195,5,0.5,100,5,0.1,75,0.1,0.1,0.5,37,numTurtles,0
195,,,,,,,,,,37,meanFood,0
195,,,,,,,,,,37,totKnowledge,0
196,6,0.5,100,5,0.1,75,0.1,0.1,0.5,352,numTurtles,0
196,,,,,,,,,,352,meanFood,0
196,,,,,,,,,,352,totKnowledge,0
197,7,0.5,100,5,0.1,75,0.1,0.1,0.5,88,numTurtles,0
197,,,,,,,,,,88,meanFood,0
197,,,,,,,,,,88,totKnowledge,0
198,8,0.5,100,5,0.1,75,0.1,0.1,0.5,147,numTurtles,0
198,,,,,,,,,,147,meanFood,0
198,,,,,,,,,,147,totKnowledge,0
199,9,0.5,100,5,0.1,75,0.1,0.1,0.5,51,numTurtles,0
199,,,,,,,,,,51,meanFood,0
199,,,,,,,,,,51,totKnowledge,0
200,10,0.5,100,5,0.1,75,0.1,0.1,0.5,81,numTurtles,0
200,,,,,,,,,,81,meanFood,0
200,,,,,,,,,,81,totKnowledge,0
201,1,1,100,5,0.1,75,0.1,0.1,0.5,357,numTurtles,0
201,,,,,,,,,,357,meanFood,0
201,,,,,,,,,,357,totKnowledge,0
202,2,1,100,5,0.1,75,0.1,0.1,0.5,171,numTurtles,0
202,,,,,,,,,,171,meanFood,0
202,,,,,,,,,,171,totKnowledge,0
203,3,1,100,5,0.1,75,0.1,0.1,0.5,183,numTurtles,0
203,,,,,,,,,,183,meanFood,0
203,,,,,,,,,,183,totKnowledge,0
204,4,1,100,5,0.1,75,0.1,0.1,0.5,122,numTurtles,0
204,,,,,,,,,,122,meanFood,0
204,,,,,,,,,,122,totKnowledge,0
205,5,1,100,5,0.1,75,0.1,0.1,0.5,37,numTurtles,0
205,,,,,,,,,,37,meanFood,0
205,,,,,,,,,,37,totKnowledge,0
206,6,1,100,5,0.1,75,0.1,0.1,0.5,352,numTurtles,0
206,,,,,,,,,,352,meanFood,0
206,,,,,,,,,,352,totKnowledge,0
207,7,1,100,5,0.1,75,0.1,0.1,0.5,88,numTurtles,0
207,,,,,,,,,,88,meanFood,0
207,,,,,,,,,,88,totKnowledge,0
208,8,1,100,5,0.1,75,0.1,0.1,0.5,147,numTurtles,0
208,,,,,,,,,,147,meanFood,0
208,,,,,,,,,,147,totKnowledge,0
209,9,1,100,5,0.1,75,0.1,0.1,0.5,51,numTurtles,0
209,,,,,,,,,,51,meanFood,0
209,,,,,,,,,,51,totKnowledge,0
210,10,1,100,5,0.1,75,0.1,0.1,0.5,81,numTurtles,0
210,,,,,,,,,,81,meanFood,0
210,,,,,,,,,,81,totKnowledge,0
211,1,0.2,100,5,0.25,75,0.1,0.1,0.5,353,numTurtles,0
211,,,,,,,,,,353,meanFood,0
211,,,,,,,,,,353,totKnowledge,0
212,2,0.2,100,5,0.25,75,0.1,0.1,0.5,999,numTurtles,102
212,,,,,,,,,,999,meanFood,0.935294118
212,,,,,,,,,,999,totKnowledge,130.75
213,3,0.2,100,5,0.25,75,0.1,0.1,0.5,215,numTurtles,0
213,,,,,,,,,,215,meanFood,0
213,,,,,,,,,,215,totKnowledge,0
214,4,0.2,100,5,0.25,75,0.1,0.1,0.5,101,numTurtles,0
214,,,,,,,,,,101,meanFood,0
214,,,,,,,,,,101,totKnowledge,0
215,5,0.2,100,5,0.25,75,0.1,0.1,0.5,35,numTurtles,0
215,,,,,,,,,,35,meanFood,0
215,,,,,,,,,,35,totKnowledge,0
216,6,0.2,100,5,0.25,75,0.1,0.1,0.5,666,numTurtles,0
216,,,,,,,,,,666,meanFood,0
216,,,,,,,,,,666,totKnowledge,0
217,7,0.2,100,5,0.25,75,0.1,0.1,0.5,142,numTurtles,0
217,,,,,,,,,,142,meanFood,0
217,,,,,,,,,,142,totKnowledge,0
218,8,0.2,100,5,0.25,75,0.1,0.1,0.5,316,numTurtles,0
218,,,,,,,,,,316,meanFood,0
218,,,,,,,,,,316,totKnowledge,0
219,9,0.2,100,5,0.25,75,0.1,0.1,0.5,300,numTurtles,0
219,,,,,,,,,,300,meanFood,0
219,,,,,,,,,,300,totKnowledge,0
220,10,0.2,100,5,0.25,75,0.1,0.1,0.5,411,numTurtles,0
220,,,,,,,,,,411,meanFood,0
220,,,,,,,,,,411,totKnowledge,0
221,1,0.5,100,5,0.25,75,0.1,0.1,0.5,353,numTurtles,0
221,,,,,,,,,,353,meanFood,0
221,,,,,,,,,,353,totKnowledge,0
222,2,0.5,100,5,0.25,75,0.1,0.1,0.5,999,numTurtles,102
222,,,,,,,,,,999,meanFood,0.935294118
222,,,,,,,,,,999,totKnowledge,130.75
223,3,0.5,100,5,0.25,75,0.1,0.1,0.5,215,numTurtles,0
223,,,,,,,,,,215,meanFood,0
223,,,,,,,,,,215,totKnowledge,0
224,4,0.5,100,5,0.25,75,0.1,0.1,0.5,101,numTurtles,0
224,,,,,,,,,,101,meanFood,0
224,,,,,,,,,,101,totKnowledge,0
225,5,0.5,100,5,0.25,75,0.1,0.1,0.5,35,numTurtles,0
225,,,,,,,,,,35,meanFood,0
225,,,,,,,,,,35,totKnowledge,0
226,6,0.5,100,5,0.25,75,0.1,0.1,0.5,666,numTurtles,0
226,,,,,,,,,,666,meanFood,0
226,,,,,,,,,,666,totKnowledge,0
227,7,0.5,100,5,0.25,75,0.1,0.1,0.5,142,numTurtles,0
227,,,,,,,,,,142,meanFood,0
227,,,,,,,,,,142,totKnowledge,0
228,8,0.5,100,5,0.25,75,0.1,0.1,0.5,316,numTurtles,0
228,,,,,,,,,,316,meanFood,0
228,,,,,,,,,,316,totKnowledge,0
229,9,0.5,100,5,0.25,75,0.1,0.1,0.5,300,numTurtles,0
229,,,,,,,,,,300,meanFood,0
229,,,,,,,,,,300,totKnowledge,0
230,10,0.5,100,5,0.25,75,0.1,0.1,0.5,411,numTurtles,0
230,,,,,,,,,,411,meanFood,0
230,,,,,,,,,,411,totKnowledge,0
231,1,1,100,5,0.25,75,0.1,0.1,0.5,353,numTurtles,0
231,,,,,,,,,,353,meanFood,0
231,,,,,,,,,,353,totKnowledge,0
232,2,1,100,5,0.25,75,0.1,0.1,0.5,999,numTurtles,102
232,,,,,,,,,,999,meanFood,0.935294118
232,,,,,,,,,,999,totKnowledge,130.75
233,3,1,100,5,0.25,75,0.1,0.1,0.5,215,numTurtles,0
233,,,,,,,,,,215,meanFood,0
233,,,,,,,,,,215,totKnowledge,0
234,4,1,100,5,0.25,75,0.1,0.1,0.5,101,numTurtles,0
234,,,,,,,,,,101,meanFood,0
234,,,,,,,,,,101,totKnowledge,0
235,5,1,100,5,0.25,75,0.1,0.1,0.5,35,numTurtles,0
235,,,,,,,,,,35,meanFood,0
235,,,,,,,,,,35,totKnowledge,0
236,6,1,100,5,0.25,75,0.1,0.1,0.5,666,numTurtles,0
236,,,,,,,,,,666,meanFood,0
236,,,,,,,,,,666,totKnowledge,0
237,7,1,100,5,0.25,75,0.1,0.1,0.5,142,numTurtles,0
237,,,,,,,,,,142,meanFood,0
237,,,,,,,,,,142,totKnowledge,0
238,8,1,100,5,0.25,75,0.1,0.1,0.5,316,numTurtles,0
238,,,,,,,,,,316,meanFood,0
238,,,,,,,,,,316,totKnowledge,0
239,9,1,100,5,0.25,75,0.1,0.1,0.5,300,numTurtles,0
239,,,,,,,,,,300,meanFood,0
239,,,,,,,,,,300,totKnowledge,0
240,10,1,100,5,0.25,75,0.1,0.1,0.5,411,numTurtles,0
240,,,,,,,,,,411,meanFood,0
240,,,,,,,,,,411,totKnowledge,0
241,1,0.2,100,5,0.5,75,0.1,0.1,0.5,164,numTurtles,2135
241,,,,,,,,,,164,meanFood,2.570819672
241,,,,,,,,,,164,totKnowledge,4374
242,2,0.2,100,5,0.5,75,0.1,0.1,0.5,249,numTurtles,2016
242,,,,,,,,,,249,meanFood,1.396875
242,,,,,,,,,,249,totKnowledge,4129
243,3,0.2,100,5,0.5,75,0.1,0.1,0.5,119,numTurtles,2100
243,,,,,,,,,,119,meanFood,1.260571429
243,,,,,,,,,,119,totKnowledge,3122.5
244,4,0.2,100,5,0.5,75,0.1,0.1,0.5,146,numTurtles,2120
244,,,,,,,,,,146,meanFood,1.991839623
244,,,,,,,,,,146,totKnowledge,6515
245,5,0.2,100,5,0.5,75,0.1,0.1,0.5,111,numTurtles,2210
245,,,,,,,,,,111,meanFood,2.064977376
245,,,,,,,,,,111,totKnowledge,4271.5
246,6,0.2,100,5,0.5,75,0.1,0.1,0.5,92,numTurtles,2164
246,,,,,,,,,,92,meanFood,1.807624769
246,,,,,,,,,,92,totKnowledge,5220
247,7,0.2,100,5,0.5,75,0.1,0.1,0.5,106,numTurtles,2137
247,,,,,,,,,,106,meanFood,4.360271409
247,,,,,,,,,,106,totKnowledge,5617.5
248,8,0.2,100,5,0.5,75,0.1,0.1,0.5,175,numTurtles,2062
248,,,,,,,,,,175,meanFood,1.353394762
248,,,,,,,,,,175,totKnowledge,3899.5
249,9,0.2,100,5,0.5,75,0.1,0.1,0.5,157,numTurtles,2137
249,,,,,,,,,,157,meanFood,1.616471689
249,,,,,,,,,,157,totKnowledge,3704
250,10,0.2,100,5,0.5,75,0.1,0.1,0.5,189,numTurtles,2085
250,,,,,,,,,,189,meanFood,1.41971223
250,,,,,,,,,,189,totKnowledge,4397.5
251,1,0.5,100,5,0.5,75,0.1,0.1,0.5,164,numTurtles,2135
251,,,,,,,,,,164,meanFood,2.570819672
251,,,,,,,,,,164,totKnowledge,4374
252,2,0.5,100,5,0.5,75,0.1,0.1,0.5,249,numTurtles,2016
252,,,,,,,,,,249,meanFood,1.396875
252,,,,,,,,,,249,totKnowledge,4129
253,3,0.5,100,5,0.5,75,0.1,0.1,0.5,119,numTurtles,2100
253,,,,,,,,,,119,meanFood,1.260571429
253,,,,,,,,,,119,totKnowledge,3122.5
254,4,0.5,100,5,0.5,75,0.1,0.1,0.5,146,numTurtles,2120
254,,,,,,,,,,146,meanFood,1.991839623
254,,,,,,,,,,146,totKnowledge,6515
255,5,0.5,100,5,0.5,75,0.1,0.1,0.5,111,numTurtles,2210
255,,,,,,,,,,111,meanFood,2.064977376
255,,,,,,,,,,111,totKnowledge,4271.5
256,6,0.5,100,5,0.5,75,0.1,0.1,0.5,92,numTurtles,2164
256,,,,,,,,,,92,meanFood,1.807624769
256,,,,,,,,,,92,totKnowledge,5220
257,7,0.5,100,5,0.5,75,0.1,0.1,0.5,106,numTurtles,2137
257,,,,,,,,,,106,meanFood,4.360271409
257,,,,,,,,,,106,totKnowledge,5617.5
258,8,0.5,100,5,0.5,75,0.1,0.1,0.5,175,numTurtles,2062
258,,,,,,,,,,175,meanFood,1.353394762
258,,,,,,,,,,175,totKnowledge,3899.5
259,9,0.5,100,5,0.5,75,0.1,0.1,0.5,157,numTurtles,2137
259,,,,,,,,,,157,meanFood,1.616471689
259,,,,,,,,,,157,totKnowledge,3704
260,10,0.5,100,5,0.5,75,0.1,0.1,0.5,189,numTurtles,2085
260,,,,,,,,,,189,meanFood,1.41971223
260,,,,,,,,,,189,totKnowledge,4397.5
261,1,1,100,5,0.5,75,0.1,0.1,0.5,164,numTurtles,2135
261,,,,,,,,,,164,meanFood,2.570819672
261,,,,,,,,,,164,totKnowledge,4374
262,2,1,100,5,0.5,75,0.1,0.1,0.5,249,numTurtles,2016
262,,,,,,,,,,249,meanFood,1.396875
262,,,,,,,,,,249,totKnowledge,4129
263,3,1,100,5,0.5,75,0.1,0.1,0.5,119,numTurtles,2100
263,,,,,,,,,,119,meanFood,1.260571429
263,,,,,,,,,,119,totKnowledge,3122.5
264,4,1,100,5,0.5,75,0.1,0.1,0.5,146,numTurtles,2120
264,,,,,,,,,,146,meanFood,1.991839623
264,,,,,,,,,,146,totKnowledge,6515
265,5,1,100,5,0.5,75,0.1,0.1,0.5,111,numTurtles,2210
265,,,,,,,,,,111,meanFood,2.064977376
265,,,,,,,,,,111,totKnowledge,4271.5
266,6,1,100,5,0.5,75,0.1,0.1,0.5,92,numTurtles,2164
266,,,,,,,,,,92,meanFood,1.807624769
266,,,,,,,,,,92,totKnowledge,5220
267,7,1,100,5,0.5,75,0.1,0.1,0.5,106,numTurtles,2137
267,,,,,,,,,,106,meanFood,4.360271409
267,,,,,,,,,,106,totKnowledge,5617.5
268,8,1,100,5,0.5,75,0.1,0.1,0.5,175,numTurtles,2062
268,,,,,,,,,,175,meanFood,1.353394762
268,,,,,,,,,,175,totKnowledge,3899.5
269,9,1,100,5,0.5,75,0.1,0.1,0.5,157,numTurtles,2137
269,,,,,,,,,,157,meanFood,1.616471689
269,,,,,,,,,,157,totKnowledge,3704
270,10,1,100,5,0.5,75,0.1,0.1,0.5,189,numTurtles,2085
270,,,,,,,,,,189,meanFood,1.41971223
270,,,,,,,,,,189,totKnowledge,4397.5
271,1,0.2,100,5,0.1,75,0.25,0.1,0.5,56,numTurtles,0
271,,,,,,,,,,56,meanFood,0
271,,,,,,,,,,56,totKnowledge,0
272,2,0.2,100,5,0.1,75,0.25,0.1,0.5,32,numTurtles,0
272,,,,,,,,,,32,meanFood,0
272,,,,,,,,,,32,totKnowledge,0
273,3,0.2,100,5,0.1,75,0.25,0.1,0.5,63,numTurtles,0
273,,,,,,,,,,63,meanFood,0
273,,,,,,,,,,63,totKnowledge,0
274,4,0.2,100,5,0.1,75,0.25,0.1,0.5,34,numTurtles,0
274,,,,,,,,,,34,meanFood,0
274,,,,,,,,,,34,totKnowledge,0
275,5,0.2,100,5,0.1,75,0.25,0.1,0.5,43,numTurtles,0
275,,,,,,,,,,43,meanFood,0
275,,,,,,,,,,43,totKnowledge,0
276,6,0.2,100,5,0.1,75,0.25,0.1,0.5,47,numTurtles,0
276,,,,,,,,,,47,meanFood,0
276,,,,,,,,,,47,totKnowledge,0
277,7,0.2,100,5,0.1,75,0.25,0.1,0.5,37,numTurtles,0
277,,,,,,,,,,37,meanFood,0
277,,,,,,,,,,37,totKnowledge,0
278,8,0.2,100,5,0.1,75,0.25,0.1,0.5,49,numTurtles,0
278,,,,,,,,,,49,meanFood,0
278,,,,,,,,,,49,totKnowledge,0
279,9,0.2,100,5,0.1,75,0.25,0.1,0.5,18,numTurtles,0
279,,,,,,,,,,18,meanFood,0
279,,,,,,,,,,18,totKnowledge,0
280,10,0.2,100,5,0.1,75,0.25,0.1,0.5,39,numTurtles,0
280,,,,,,,,,,39,meanFood,0
280,,,,,,,,,,39,totKnowledge,0
281,1,0.5,100,5,0.1,75,0.25,0.1,0.5,56,numTurtles,0
281,,,,,,,,,,56,meanFood,0
281,,,,,,,,,,56,totKnowledge,0
282,2,0.5,100,5,0.1,75,0.25,0.1,0.5,32,numTurtles,0
282,,,,,,,,,,32,meanFood,0
282,,,,,,,,,,32,totKnowledge,0
283,3,0.5,100,5,0.1,75,0.25,0.1,0.5,63,numTurtles,0
283,,,,,,,,,,63,meanFood,0
283,,,,,,,,,,63,totKnowledge,0
284,4,0.5,100,5,0.1,75,0.25,0.1,0.5,34,numTurtles,0
284,,,,,,,,,,34,meanFood,0
284,,,,,,,,,,34,totKnowledge,0
285,5,0.5,100,5,0.1,75,0.25,0.1,0.5,43,numTurtles,0
285,,,,,,,,,,43,meanFood,0
285,,,,,,,,,,43,totKnowledge,0
286,6,0.5,100,5,0.1,75,0.25,0.1,0.5,47,numTurtles,0
286,,,,,,,,,,47,meanFood,0
286,,,,,,,,,,47,totKnowledge,0
287,7,0.5,100,5,0.1,75,0.25,0.1,0.5,37,numTurtles,0
287,,,,,,,,,,37,meanFood,0
287,,,,,,,,,,37,totKnowledge,0
288,8,0.5,100,5,0.1,75,0.25,0.1,0.5,49,numTurtles,0
288,,,,,,,,,,49,meanFood,0
288,,,,,,,,,,49,totKnowledge,0
289,9,0.5,100,5,0.1,75,0.25,0.1,0.5,18,numTurtles,0
289,,,,,,,,,,18,meanFood,0
289,,,,,,,,,,18,totKnowledge,0
290,10,0.5,100,5,0.1,75,0.25,0.1,0.5,39,numTurtles,0
290,,,,,,,,,,39,meanFood,0
290,,,,,,,,,,39,totKnowledge,0
291,1,1,100,5,0.1,75,0.25,0.1,0.5,56,numTurtles,0
291,,,,,,,,,,56,meanFood,0
291,,,,,,,,,,56,totKnowledge,0
292,2,1,100,5,0.1,75,0.25,0.1,0.5,32,numTurtles,0
292,,,,,,,,,,32,meanFood,0
292,,,,,,,,,,32,totKnowledge,0
293,3,1,100,5,0.1,75,0.25,0.1,0.5,63,numTurtles,0
293,,,,,,,,,,63,meanFood,0
293,,,,,,,,,,63,totKnowledge,0
294,4,1,100,5,0.1,75,0.25,0.1,0.5,34,numTurtles,0
294,,,,,,,,,,34,meanFood,0
294,,,,,,,,,,34,totKnowledge,0
295,5,1,100,5,0.1,75,0.25,0.1,0.5,43,numTurtles,0
295,,,,,,,,,,43,meanFood,0
295,,,,,,,,,,43,totKnowledge,0
296,6,1,100,5,0.1,75,0.25,0.1,0.5,47,numTurtles,0
296,,,,,,,,,,47,meanFood,0
296,,,,,,,,,,47,totKnowledge,0
297,7,1,100,5,0.1,75,0.25,0.1,0.5,37,numTurtles,0
297,,,,,,,,,,37,meanFood,0
297,,,,,,,,,,37,totKnowledge,0
298,8,1,100,5,0.1,75,0.25,0.1,0.5,49,numTurtles,0
298,,,,,,,,,,49,meanFood,0
298,,,,,,,,,,49,totKnowledge,0
299,9,1,100,5,0.1,75,0.25,0.1,0.5,18,numTurtles,0
299,,,,,,,,,,18,meanFood,0
299,,,,,,,,,,18,totKnowledge,0
300,10,1,100,5,0.1,75,0.25,0.1,0.5,39,numTurtles,0
300,,,,,,,,,,39,meanFood,0
300,,,,,,,,,,39,totKnowledge,0
301,1,0.2,100,5,0.25,75,0.25,0.1,0.5,38,numTurtles,0
301,,,,,,,,,,38,meanFood,0
301,,,,,,,,,,38,totKnowledge,0
302,2,0.2,100,5,0.25,75,0.25,0.1,0.5,55,numTurtles,0
302,,,,,,,,,,55,meanFood,0
302,,,,,,,,,,55,totKnowledge,0
303,3,0.2,100,5,0.25,75,0.25,0.1,0.5,52,numTurtles,0
303,,,,,,,,,,52,meanFood,0
303,,,,,,,,,,52,totKnowledge,0
304,4,0.2,100,5,0.25,75,0.25,0.1,0.5,30,numTurtles,0
304,,,,,,,,,,30,meanFood,0
304,,,,,,,,,,30,totKnowledge,0
305,5,0.2,100,5,0.25,75,0.25,0.1,0.5,41,numTurtles,0
305,,,,,,,,,,41,meanFood,0
305,,,,,,,,,,41,totKnowledge,0
306,6,0.2,100,5,0.25,75,0.25,0.1,0.5,47,numTurtles,0
306,,,,,,,,,,47,meanFood,0
306,,,,,,,,,,47,totKnowledge,0
307,7,0.2,100,5,0.25,75,0.25,0.1,0.5,46,numTurtles,0
307,,,,,,,,,,46,meanFood,0
307,,,,,,,,,,46,totKnowledge,0
308,8,0.2,100,5,0.25,75,0.25,0.1,0.5,35,numTurtles,0
308,,,,,,,,,,35,meanFood,0
308,,,,,,,,,,35,totKnowledge,0
309,9,0.2,100,5,0.25,75,0.25,0.1,0.5,56,numTurtles,0
309,,,,,,,,,,56,meanFood,0
309,,,,,,,,,,56,totKnowledge,0
310,10,0.2,100,5,0.25,75,0.25,0.1,0.5,40,numTurtles,0
310,,,,,,,,,,40,meanFood,0
310,,,,,,,,,,40,totKnowledge,0
311,1,0.5,100,5,0.25,75,0.25,0.1,0.5,38,numTurtles,0
311,,,,,,,,,,38,meanFood,0
311,,,,,,,,,,38,totKnowledge,0
312,2,0.5,100,5,0.25,75,0.25,0.1,0.5,55,numTurtles,0
312,,,,,,,,,,55,meanFood,0
312,,,,,,,,,,55,totKnowledge,0
313,3,0.5,100,5,0.25,75,0.25,0.1,0.5,52,numTurtles,0
313,,,,,,,,,,52,meanFood,0
313,,,,,,,,,,52,totKnowledge,0
314,4,0.5,100,5,0.25,75,0.25,0.1,0.5,30,numTurtles,0
314,,,,,,,,,,30,meanFood,0
314,,,,,,,,,,30,totKnowledge,0
315,5,0.5,100,5,0.25,75,0.25,0.1,0.5,41,numTurtles,0
315,,,,,,,,,,41,meanFood,0
315,,,,,,,,,,41,totKnowledge,0
316,6,0.5,100,5,0.25,75,0.25,0.1,0.5,47,numTurtles,0
316,,,,,,,,,,47,meanFood,0
316,,,,,,,,,,47,totKnowledge,0
317,7,0.5,100,5,0.25,75,0.25,0.1,0.5,46,numTurtles,0
317,,,,,,,,,,46,meanFood,0
317,,,,,,,,,,46,totKnowledge,0
318,8,0.5,100,5,0.25,75,0.25,0.1,0.5,35,numTurtles,0
318,,,,,,,,,,35,meanFood,0
318,,,,,,,,,,35,totKnowledge,0
319,9,0.5,100,5,0.25,75,0.25,0.1,0.5,56,numTurtles,0
319,,,,,,,,,,56,meanFood,0
319,,,,,,,,,,56,totKnowledge,0
320,10,0.5,100,5,0.25,75,0.25,0.1,0.5,40,numTurtles,0
320,,,,,,,,,,40,meanFood,0
320,,,,,,,,,,40,totKnowledge,0
321,1,1,100,5,0.25,75,0.25,0.1,0.5,38,numTurtles,0
321,,,,,,,,,,38,meanFood,0
321,,,,,,,,,,38,totKnowledge,0
322,2,1,100,5,0.25,75,0.25,0.1,0.5,55,numTurtles,0
322,,,,,,,,,,55,meanFood,0
322,,,,,,,,,,55,totKnowledge,0
323,3,1,100,5,0.25,75,0.25,0.1,0.5,52,numTurtles,0
323,,,,,,,,,,52,meanFood,0
323,,,,,,,,,,52,totKnowledge,0
324,4,1,100,5,0.25,75,0.25,0.1,0.5,30,numTurtles,0
324,,,,,,,,,,30,meanFood,0
324,,,,,,,,,,30,totKnowledge,0
325,5,1,100,5,0.25,75,0.25,0.1,0.5,41,numTurtles,0
325,,,,,,,,,,41,meanFood,0
325,,,,,,,,,,41,totKnowledge,0
326,6,1,100,5,0.25,75,0.25,0.1,0.5,47,numTurtles,0
326,,,,,,,,,,47,meanFood,0
326,,,,,,,,,,47,totKnowledge,0
327,7,1,100,5,0.25,75,0.25,0.1,0.5,46,numTurtles,0
327,,,,,,,,,,46,meanFood,0
327,,,,,,,,,,46,totKnowledge,0
328,8,1,100,5,0.25,75,0.25,0.1,0.5,35,numTurtles,0
328,,,,,,,,,,35,meanFood,0
328,,,,,,,,,,35,totKnowledge,0
329,9,1,100,5,0.25,75,0.25,0.1,0.5,56,numTurtles,0
329,,,,,,,,,,56,meanFood,0
329,,,,,,,,,,56,totKnowledge,0
330,10,1,100,5,0.25,75,0.25,0.1,0.5,40,numTurtles,0
330,,,,,,,,,,40,meanFood,0
330,,,,,,,,,,40,totKnowledge,0
331,1,0.2,100,5,0.5,75,0.25,0.1,0.5,82,numTurtles,0
331,,,,,,,,,,82,meanFood,0
331,,,,,,,,,,82,totKnowledge,0
332,2,0.2,100,5,0.5,75,0.25,0.1,0.5,40,numTurtles,0
332,,,,,,,,,,40,meanFood,0
332,,,,,,,,,,40,totKnowledge,0
333,3,0.2,100,5,0.5,75,0.25,0.1,0.5,81,numTurtles,0
333,,,,,,,,,,81,meanFood,0
333,,,,,,,,,,81,totKnowledge,0
334,4,0.2,100,5,0.5,75,0.25,0.1,0.5,37,numTurtles,0
334,,,,,,,,,,37,meanFood,0
